l3_name,attribute_name,attribute_value,data_type,polarity1,value1,unit1,polarity2,value2,unit2,key_value,display_value,mod_reason
mounted bearings,base width,"2""",numerical_with_unit,,2.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2""",numerical_with_unit,,2.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2""",numerical_with_unit,,2.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2""",numerical_with_unit,,2.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2""",numerical_with_unit,,2.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2""",numerical_with_unit,,2.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2""",numerical_with_unit,,2.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2""",numerical_with_unit,,2.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2""",numerical_with_unit,,2.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2""",numerical_with_unit,,2.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 3/4""",numerical_with_unit,,1.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 3/4""",numerical_with_unit,,1.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2""",numerical_with_unit,,2.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2""",numerical_with_unit,,2.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 3/4""",numerical_with_unit,,1.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 3/4""",numerical_with_unit,,1.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2""",numerical_with_unit,,2.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2""",numerical_with_unit,,2.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 3/4""",numerical_with_unit,,1.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 3/4""",numerical_with_unit,,1.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1.31""",numerical_with_unit,,1.31,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1.31""",numerical_with_unit,,1.31,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 1/2""",numerical_with_unit,,2.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 1/2""",numerical_with_unit,,2.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.38""",numerical_with_unit,,2.38,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.38""",numerical_with_unit,,2.38,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.38""",numerical_with_unit,,2.38,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2""",numerical_with_unit,,2.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2""",numerical_with_unit,,2.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"4 1/4""",numerical_with_unit,,4.25,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.38""",numerical_with_unit,,2.38,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 1/4""",numerical_with_unit,,2.25,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3 3/4""",numerical_with_unit,,3.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3.38""",numerical_with_unit,,3.38,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3.38""",numerical_with_unit,,3.38,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3.38""",numerical_with_unit,,3.38,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3.38""",numerical_with_unit,,3.38,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3.38""",numerical_with_unit,,3.38,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 1/2""",numerical_with_unit,,2.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 1/2""",numerical_with_unit,,2.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 1/2""",numerical_with_unit,,2.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 1/2""",numerical_with_unit,,2.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 1/2""",numerical_with_unit,,2.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.38""",numerical_with_unit,,2.38,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.38""",numerical_with_unit,,2.38,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.38""",numerical_with_unit,,2.38,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.38""",numerical_with_unit,,2.38,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.38""",numerical_with_unit,,2.38,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 1/4""",numerical_with_unit,,2.25,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 1/4""",numerical_with_unit,,2.25,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 1/4""",numerical_with_unit,,2.25,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 1/4""",numerical_with_unit,,2.25,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2""",numerical_with_unit,,2.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 1/4""",numerical_with_unit,,2.25,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2""",numerical_with_unit,,2.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2""",numerical_with_unit,,2.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2""",numerical_with_unit,,2.0,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"4.38""",numerical_with_unit,,4.38,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"4.38""",numerical_with_unit,,4.38,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"2.81""",numerical_with_unit,,2.81,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"2.81""",numerical_with_unit,,2.81,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"2.31""",numerical_with_unit,,2.31,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"2.31""",numerical_with_unit,,2.31,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"2.31""",numerical_with_unit,,2.31,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"2.31""",numerical_with_unit,,2.31,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 14/25""",numerical_with_unit,,1.56,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 14/25""",numerical_with_unit,,1.56,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 14/25""",numerical_with_unit,,1.56,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 14/25""",numerical_with_unit,,1.56,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 14/25""",numerical_with_unit,,1.56,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 14/25""",numerical_with_unit,,1.56,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 14/25""",numerical_with_unit,,1.56,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 14/25""",numerical_with_unit,,1.56,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 14/25""",numerical_with_unit,,1.56,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 14/25""",numerical_with_unit,,1.56,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 14/25""",numerical_with_unit,,1.56,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 14/25""",numerical_with_unit,,1.56,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 14/25""",numerical_with_unit,,1.56,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"2.81""",numerical_with_unit,,2.81,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"2.81""",numerical_with_unit,,2.81,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"2.31""",numerical_with_unit,,2.31,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 14/25""",numerical_with_unit,,1.56,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 14/25""",numerical_with_unit,,1.56,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 14/25""",numerical_with_unit,,1.56,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 14/25""",numerical_with_unit,,1.56,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1 14/25""",numerical_with_unit,,1.56,"""",,<NA>,,,<NA>,
radial ball bearings,base width,"1.38""",numerical_with_unit,,1.38,"""",,<NA>,,,<NA>,
mounted bearings,base width,"5 1/4""",numerical_with_unit,,5.25,"""",,<NA>,,,<NA>,
mounted bearings,base width,"4 3/8""",numerical_with_unit,,4.375,"""",,<NA>,,,<NA>,
mounted bearings,base width,"4 3/8""",numerical_with_unit,,4.375,"""",,<NA>,,,<NA>,
roller bearing,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
roller bearing,base width,"2.438""",numerical_with_unit,,2.438,"""",,<NA>,,,<NA>,
mounted bearings,base width,"5 1/8""",numerical_with_unit,,5.125,"""",,<NA>,,,<NA>,
mounted bearings,base width,"4 1/2""",numerical_with_unit,,4.5,"""",,<NA>,,,<NA>,
roller bearing,base width,"4 1/2""",numerical_with_unit,,4.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"4 1/8""",numerical_with_unit,,4.125,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
roller bearing,base width,"3 3/4""",numerical_with_unit,,3.75,"""",,<NA>,,,<NA>,
roller bearing,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3 3/4""",numerical_with_unit,,3.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
roller bearing,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
roller bearing,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3 1/2""",numerical_with_unit,,3.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.563""",numerical_with_unit,,2.563,"""",,<NA>,,,<NA>,
roller bearing,base width,"2.563""",numerical_with_unit,,2.563,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.563""",numerical_with_unit,,2.563,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.438""",numerical_with_unit,,2.438,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.438""",numerical_with_unit,,2.438,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.438""",numerical_with_unit,,2.438,"""",,<NA>,,,<NA>,
roller bearing,base width,"2.438""",numerical_with_unit,,2.438,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.438""",numerical_with_unit,,2.438,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.438""",numerical_with_unit,,2.438,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.313""",numerical_with_unit,,2.313,"""",,<NA>,,,<NA>,
roller bearing,base width,"2.063""",numerical_with_unit,,2.063,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.063""",numerical_with_unit,,2.063,"""",,<NA>,,,<NA>,
roller bearing,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"5 1/8""",numerical_with_unit,,5.125,"""",,<NA>,,,<NA>,
roller bearing,base width,"5 1/8""",numerical_with_unit,,5.125,"""",,<NA>,,,<NA>,
mounted bearings,base width,"5 1/8""",numerical_with_unit,,5.125,"""",,<NA>,,,<NA>,
mounted bearings,base width,"5 1/8""",numerical_with_unit,,5.125,"""",,<NA>,,,<NA>,
roller bearing,base width,"5 1/8""",numerical_with_unit,,5.125,"""",,<NA>,,,<NA>,
mounted bearings,base width,"5 1/8""",numerical_with_unit,,5.125,"""",,<NA>,,,<NA>,
mounted bearings,base width,"4 5/8""",numerical_with_unit,,4.625,"""",,<NA>,,,<NA>,
roller bearing,base width,"4 5/8""",numerical_with_unit,,4.625,"""",,<NA>,,,<NA>,
mounted bearings,base width,"4 5/8""",numerical_with_unit,,4.625,"""",,<NA>,,,<NA>,
roller bearing,base width,"4 5/8""",numerical_with_unit,,4.625,"""",,<NA>,,,<NA>,
roller bearing,base width,"4 5/8""",numerical_with_unit,,4.625,"""",,<NA>,,,<NA>,
mounted bearings,base width,"4 1/2""",numerical_with_unit,,4.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"4 1/2""",numerical_with_unit,,4.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"4 1/2""",numerical_with_unit,,4.5,"""",,<NA>,,,<NA>,
roller bearing,base width,"4 1/2""",numerical_with_unit,,4.5,"""",,<NA>,,,<NA>,
roller bearing,base width,"4 1/2""",numerical_with_unit,,4.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"4 1/2""",numerical_with_unit,,4.5,"""",,<NA>,,,<NA>,
roller bearing,base width,"4 1/2""",numerical_with_unit,,4.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"4 1/8""",numerical_with_unit,,4.125,"""",,<NA>,,,<NA>,
roller bearing,base width,"4 1/8""",numerical_with_unit,,4.125,"""",,<NA>,,,<NA>,
roller bearing,base width,"4 1/2""",numerical_with_unit,,4.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"4 1/8""",numerical_with_unit,,4.125,"""",,<NA>,,,<NA>,
roller bearing,base width,"4 1/2""",numerical_with_unit,,4.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"4 1/8""",numerical_with_unit,,4.125,"""",,<NA>,,,<NA>,
roller bearing,base width,"4 1/8""",numerical_with_unit,,4.125,"""",,<NA>,,,<NA>,
roller bearing,base width,"4 1/2""",numerical_with_unit,,4.5,"""",,<NA>,,,<NA>,
roller bearing,base width,"4 1/8""",numerical_with_unit,,4.125,"""",,<NA>,,,<NA>,
mounted bearings,base width,"4 1/8""",numerical_with_unit,,4.125,"""",,<NA>,,,<NA>,
roller bearing,base width,"4 1/8""",numerical_with_unit,,4.125,"""",,<NA>,,,<NA>,
mounted bearings,base width,"4 1/2""",numerical_with_unit,,4.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"4 1/8""",numerical_with_unit,,4.125,"""",,<NA>,,,<NA>,
mounted bearings,base width,"4 1/8""",numerical_with_unit,,4.125,"""",,<NA>,,,<NA>,
roller bearing,base width,"3 3/4""",numerical_with_unit,,3.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
roller bearing,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3 3/4""",numerical_with_unit,,3.75,"""",,<NA>,,,<NA>,
roller bearing,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
roller bearing,base width,"3 3/4""",numerical_with_unit,,3.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
roller bearing,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3 3/4""",numerical_with_unit,,3.75,"""",,<NA>,,,<NA>,
roller bearing,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
roller bearing,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
roller bearing,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3""",numerical_with_unit,,3.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
roller bearing,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3 1/2""",numerical_with_unit,,3.5,"""",,<NA>,,,<NA>,
roller bearing,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
roller bearing,base width,"3 1/2""",numerical_with_unit,,3.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
roller bearing,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3 1/2""",numerical_with_unit,,3.5,"""",,<NA>,,,<NA>,
roller bearing,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
roller bearing,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3 1/2""",numerical_with_unit,,3.5,"""",,<NA>,,,<NA>,
roller bearing,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.563""",numerical_with_unit,,2.563,"""",,<NA>,,,<NA>,
roller bearing,base width,"2.563""",numerical_with_unit,,2.563,"""",,<NA>,,,<NA>,
roller bearing,base width,"2.563""",numerical_with_unit,,2.563,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.438""",numerical_with_unit,,2.438,"""",,<NA>,,,<NA>,
roller bearing,base width,"2.438""",numerical_with_unit,,2.438,"""",,<NA>,,,<NA>,
roller bearing,base width,"2.438""",numerical_with_unit,,2.438,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.438""",numerical_with_unit,,2.438,"""",,<NA>,,,<NA>,
roller bearing,base width,"2.438""",numerical_with_unit,,2.438,"""",,<NA>,,,<NA>,
roller bearing,base width,"2.438""",numerical_with_unit,,2.438,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.438""",numerical_with_unit,,2.438,"""",,<NA>,,,<NA>,
roller bearing,base width,"2.438""",numerical_with_unit,,2.438,"""",,<NA>,,,<NA>,
roller bearing,base width,"2.438""",numerical_with_unit,,2.438,"""",,<NA>,,,<NA>,
roller bearing,base width,"2.313""",numerical_with_unit,,2.313,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.313""",numerical_with_unit,,2.313,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.313""",numerical_with_unit,,2.313,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.313""",numerical_with_unit,,2.313,"""",,<NA>,,,<NA>,
roller bearing,base width,"2.313""",numerical_with_unit,,2.313,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.063""",numerical_with_unit,,2.063,"""",,<NA>,,,<NA>,
roller bearing,base width,"2.063""",numerical_with_unit,,2.063,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.063""",numerical_with_unit,,2.063,"""",,<NA>,,,<NA>,
roller bearing,base width,"2.063""",numerical_with_unit,,2.063,"""",,<NA>,,,<NA>,
roller bearing,base width,"2.063""",numerical_with_unit,,2.063,"""",,<NA>,,,<NA>,
roller bearing,base width,"2.063""",numerical_with_unit,,2.063,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 7/8""",numerical_with_unit,,1.875,"""",,<NA>,,,<NA>,
roller bearing,base width,"1 7/8""",numerical_with_unit,,1.875,"""",,<NA>,,,<NA>,
roller bearing,base width,"1 7/8""",numerical_with_unit,,1.875,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 7/8""",numerical_with_unit,,1.875,"""",,<NA>,,,<NA>,
roller bearing,base width,"1 7/8""",numerical_with_unit,,1.875,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2""",numerical_with_unit,,2.0,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"3 1/4""",numerical_with_unit,,3.25,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2 3/4""",numerical_with_unit,,2.75,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.38""",numerical_with_unit,,2.38,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.38""",numerical_with_unit,,2.38,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.38""",numerical_with_unit,,2.38,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.38""",numerical_with_unit,,2.38,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.38""",numerical_with_unit,,2.38,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.13""",numerical_with_unit,,2.13,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.13""",numerical_with_unit,,2.13,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.13""",numerical_with_unit,,2.13,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.13""",numerical_with_unit,,2.13,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.13""",numerical_with_unit,,2.13,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.13""",numerical_with_unit,,2.13,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.13""",numerical_with_unit,,2.13,"""",,<NA>,,,<NA>,
mounted bearings,base width,"2.13""",numerical_with_unit,,2.13,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 22/25""",numerical_with_unit,,1.88,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
mounted bearings,base width,"1 1/2""",numerical_with_unit,,1.5,"""",,<NA>,,,<NA>,
